Id,NOMBRE,NOM_MAP,TIPO_ASENT,MANZANA,OBSERV,ALIAS,NOM_y_MZA,Superficie,Brio_inter
707,Villa 21-24,Villa 21-24,Villas,57,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 57 en estas distintas manzanas - ID USIG anterior: 3131,Barrio 21-24,Villa 21-24 - 57,3159.736,Villa 21-24
708,Villa 21-24,Villa 21-24,Villas,57,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 57 en estas distintas manzanas - ID USIG anterior: 3131,Barrio 21-24,Villa 21-24 - 57,2346.738,Villa 21-24
709,Villa 21-24,Villa 21-24,Villas,57,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 57 en estas distintas manzanas - ID USIG anterior: 3131,Barrio 21-24,Villa 21-24 - 57,678.038,Villa 21-24
710,Villa 21-24,Villa 21-24,Villas,52 A,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52A en estas distintas manzanas - ID USIG anterior: 3168 / En Mayo 2020 se reasignó nomenclatura con LETRA  según info y chequeo en el lugar. Antes era 52 A,Barrio 21-24,Villa 21-24 - 52 A,1048.355,El Ceibo
711,Villa 21-24,Villa 21-24,Villas,52 C,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52A en estas distintas manzanas - ID USIG anterior: 3168 / En Mayo 2020 se reasignó nomenclatura con LETRA  según info y chequeo en el lugar. Antes era 52 A,Barrio 21-24,Villa 21-24 - 52 C,1263.207,El Ceibo
712,Villa 21-24,Villa 21-24,Villas,52 G,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52A en estas distintas manzanas - ID USIG anterior: 3168 / En Mayo 2020 se reasignó nomenclatura con LETRA  según info y chequeo en el lugar. Antes era 52 A,Barrio 21-24,Villa 21-24 - 52 G,1060.482,El Ceibo
713,Villa 21-24,Villa 21-24,Villas,52 H,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52B en estas distintas manzanas - ID USIG anterior: 3128 / En Mayo 2020 se reasignó nomenclatura con LETRA según info y chequeo en el lugar. Antes era 52 B.,Barrio 21-24,Villa 21-24 - 52 H,1590.172,El Ceibo
714,Villa 21-24,Villa 21-24,Villas,52 F,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52B en estas distintas manzanas - ID USIG anterior: 3128 / En Mayo 2020 se reasignó nomenclatura con LETRA según info y chequeo en el lugar. Antes era 52 B.,Barrio 21-24,Villa 21-24 - 52 F,2170.765,El Ceibo
715,Villa 21-24,Villa 21-24,Villas,52 B,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52B en estas distintas manzanas - ID USIG anterior: 3128 / En Mayo 2020 se reasignó nomenclatura con LETRA según info y chequeo en el lugar. Antes era 52 B.,Barrio 21-24,Villa 21-24 - 52 B,3046.963,El Ceibo
716,Villa 21-24,Villa 21-24,Villas,53 C,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 C,2088.634,El Ceibo
717,Villa 21-24,Villa 21-24,Villas,53 I,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 I,617.973,El Ceibo
718,Villa 21-24,Villa 21-24,Villas,53 J,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 J,572.113,El Ceibo
719,Villa 21-24,Villa 21-24,Villas,53 A,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 A,1898.901,El Ceibo
720,Villa 21-24,Villa 21-24,Villas,53 E,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 E,2058.194,El Ceibo
721,Villa 21-24,Villa 21-24,Villas,53 G,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 G,2634.000,El Ceibo
722,Villa 21-24,Villa 21-24,Villas,53 H,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 H,1769.576,El Ceibo
723,Villa 21-24,Villa 21-24,Villas,53 F,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 F,1866.520,El Ceibo
724,Villa 21-24,Villa 21-24,Villas,53 B,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 B,1838.690,El Ceibo
725,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,7 B,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 7B en estas distintas manzanas - ID USIG anterior: 3087,,Barrio INTA (ex Villa 19) - 7 B,761.644,
726,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,3,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 3 en estas distintas manzanas - ID USIG anterior: 3086,,Barrio INTA (ex Villa 19) - 3,3118.134,
727,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,D2,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa D2 en estas distintas manzanas - ID USIG anterior: 3198,,Villa 6 - Barrio Cildáñez - D2,2701.623,
728,Villa Piletones,Villa Piletones,Villas,5,Redigitalización por USIG en Enero 2017 según Datos de Catastro - Se dividió la Manzana de Villa 5 en estas distintas manzanas - ID USIG anterior: 3214,,Villa Piletones - 5,1144.694,
729,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,9,Redigitalización por USIG en Enero 2017 según Datos de Catastro - Se dividió la Manzana de Villa 9 en estas distintas manzanas - ID USIG anterior: 3191,,Villa 3 - Barrio Fátima - 9,4300.192,
730,Villa 20,Villa 20,Villas,1A,Todos estos registros eran Manzana 1 (Id_USIG 3117). Octubre 2018 se separan en distintas Manzanas 1 - Fuente DGEyC 2017,Barrio 20,Villa 20 - 1A,5443.792,
731,Villa 20,Villa 20,Villas,1F,Todos estos registros eran Manzana 1 (Id_USIG 3117). Octubre 2018 se separan en distintas Manzanas 1 - Fuente DGEyC 2017,Barrio 20,Villa 20 - 1F,2918.836,
732,Villa 20,Villa 20,Villas,1E,Todos estos registros eran Manzana 1 (Id_USIG 3117). Octubre 2018 se separan en distintas Manzanas 1 - Fuente DGEyC 2017,Barrio 20,Villa 20 - 1E,1801.434,
733,Villa 20,Villa 20,Villas,1D,Todos estos registros eran Manzana 1 (Id_USIG 3117). Octubre 2018 se separan en distintas Manzanas 1 - Fuente DGEyC 2017,Barrio 20,Villa 20 - 1D,1588.496,
734,Villa 20,Villa 20,Villas,1C,Todos estos registros eran Manzana 1 (Id_USIG 3117). Octubre 2018 se separan en distintas Manzanas 1 - Fuente DGEyC 2017,Barrio 20,Villa 20 - 1C,1628.131,
735,Villa 20,Villa 20,Villas,1G,Todos estos registros eran Manzana 1 (Id_USIG 3117). Octubre 2018 se separan en distintas Manzanas 1 - Fuente DGEyC 2017,Barrio 20,Villa 20 - 1G,2814.927,
736,Conjunto Habitacional Barrio Pirelli,CH Barrio Pirelli,Villas,6C,Manzanas Urbanizadas de la Villa 17 - Barrio Pirelli. Urbanización lindera a la Villa 17 Barrio Pirelli.Fuente DGESyC Julio de 2017.,,Conjunto Habitacional Barrio Pirelli - 6C,4489.685,
737,Conjunto Habitacional Barrio Pirelli,CH Barrio Pirelli,Villas,6B,Manzanas Urbanizadas de la Villa 17 - Barrio Pirelli. Urbanización lindera a la Villa 17 Barrio Pirelli.Fuente DGESyC Julio de 2017.,,Conjunto Habitacional Barrio Pirelli - 6B,4459.498,
738,Conjunto Habitacional Barrio Pirelli,CH Barrio Pirelli,Villas,6A,Manzanas Urbanizadas de la Villa 17 - Barrio Pirelli. Urbanización lindera a la Villa 17 Barrio Pirelli.Fuente DGESyC Julio de 2017.,,Conjunto Habitacional Barrio Pirelli - 6A,4918.957,
739,Conjunto Habitacional Sector Riestra (ex Villa 1-11-14 - Barrio Padre Ricciardelli),CH Sector Riestra,Conjunto Habitacional,27 Sector N,Manzanas Urbanizadas de Villa agregadas en Noviembre 2018 según datos de DGESyC de Julio de 2017,Barrio 1-11-14 - Bajo Flores - Barrio Padre Ricciardelli,Conjunto Habitacional Sector Riestra- 27 Sector N,8549.900,Sector Riestra
740,Conjunto Habitacional Sector Riestra (ex Villa 1-11-14 - Barrio Padre Ricciardelli),CH Sector Riestra,Conjunto Habitacional,27 Sector M,Manzanas Urbanizadas de Villa agregadas en Noviembre 2018 según datos de DGESyC de Julio de 2017,Barrio 1-11-14 - Bajo Flores - Barrio Padre Ricciardelli,Conjunto Habitacional Sector Riestra- 27 Sector M,3057.395,Sector Riestra
741,Conjunto Habitacional Sector Riestra (ex Villa 1-11-14 - Barrio Padre Ricciardelli),CH Sector Riestra,Conjunto Habitacional,27 Sector M,Manzanas Urbanizadas de Villa agregadas en Noviembre 2018 según datos de DGESyC de Julio de 2017,Barrio 1-11-14 - Bajo Flores - Barrio Padre Ricciardelli,Conjunto Habitacional Sector Riestra- 27 Sector M,3558.521,Sector Riestra
742,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,3W,Manzanas Urbanizadas de Villa agregadas en Noviembre 2018 según datos de DGESyC de Julio de 2017,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 3W,2713.932,
743,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,3V,Manzanas Urbanizadas de Villa agregadas en Noviembre 2018 según datos de DGESyC de Julio de 2017,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 3V,1575.386,
744,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,3T,Manzanas Urbanizadas de Villa agregadas en Noviembre 2018 según datos de DGESyC de Julio de 2017,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 3T,948.431,
745,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,3U,Manzanas Urbanizadas de Villa agregadas en Noviembre 2018 según datos de DGESyC de Julio de 2017,Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 3U,743.693,
746,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,798.486,
747,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,902.622,
748,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,885.838,
749,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,1794.220,
750,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,888.556,
751,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,926.796,
752,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,1712.100,
753,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,1716.703,
754,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,1419.703,
755,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,1851.418,
756,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,979.527,
757,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,918.081,
758,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,1020.434,
759,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,952.890,
760,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,876.648,
761,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,1914.922,
762,Barrio Piletones,Bo. Piletones,Barrio Urbanizado,,,,Barrio Piletones,6764.294,
763,CMV ex-Villa 20,CMV ex-Villa 20,Villas,Edificios B,Complejo de Edificios y Casas humildes y precarias linderas a la Villa 20,,CMV ex-Villa 20 - Edificios B,2049.083,
764,CMV ex-Villa 20,CMV ex-Villa 20,Villas,Módulo A1,Complejo de Edificios y Casas humildes y precarias linderas a la Villa 20,,CMV ex-Villa 20 - Módulo A1,1880.177,
765,CMV ex-Villa 20,CMV ex-Villa 20,Villas,Mza s/n,Complejo de Edificios y Casas humildes y precarias linderas a la Villa 20,,CMV ex-Villa 20 - Mza s/n,4402.702,
766,CMV ex-Villa 20,CMV ex-Villa 20,Villas,Mza s/n,Complejo de Edificios y Casas humildes y precarias linderas a la Villa 20,,CMV ex-Villa 20 - Mza s/n,10355.433,
767,CMV ex-Villa 20,CMV ex-Villa 20,Villas,Edificios A,Complejo de Edificios y Casas humildes y precarias linderas a la Villa 20,,CMV ex-Villa 20 - Edificios A,1868.555,
768,CMV ex-Villa 20,CMV ex-Villa 20,Villas,Módulo B1,Complejo de Edificios y Casas humildes y precarias linderas a la Villa 20,,CMV ex-Villa 20 - Módulo B1,1728.668,
769,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,,Registro agregado en Abril de 2020 al comprobar existencia de viviendas en el mismo formato que las otras Tiras. Nombres  de Tiras comprobados en las chapas de viviendas. No se pudo comprbar nombre de la Tira,Zavaleta,NHT Zavaleta,755.233,
770,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 12,Registro agregado en Abril de 2020 al comprobar existencia de viviendas en el mismo formato que las otras Tiras. Nombres  de Tiras comprobados en las chapas de viviendas,Zavaleta,NHT Zavaleta - Tira 12,1179.591,
771,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 14,Registro agregado en Abril de 2020 al comprobar existencia de viviendas en el mismo formato que las otras Tiras. Nombres  de Tiras comprobados en las chapas de viviendas,Zavaleta,NHT Zavaleta - Tira 14,1163.497,
772,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 16,Registro agregado en Abril de 2020 al comprobar existencia de viviendas en el mismo formato que las otras Tiras. Nombres  de Tiras comprobados en las chapas de viviendas,Zavaleta,NHT Zavaleta - Tira 16,1303.403,
773,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 18,Registro agregado en Abril de 2020 al comprobar existencia de viviendas en el mismo formato que las otras Tiras. Nombres  de Tiras comprobados en las chapas de viviendas,Zavaleta,NHT Zavaleta - Tira 18,2945.278,
774,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 15,Registro agregado en Abril de 2020 al comprobar existencia de viviendas en el mismo formato que las otras Tiras. Nombres  de Tiras comprobados en las chapas de viviendas,Zavaleta,NHT Zavaleta - Tira 15,994.539,
775,NHT Zavaleta,NHT Zavaleta,Nùcleos Habitacionales Transitorios,Tira 17,Registro agregado en Abril de 2020 al comprobar existencia de viviendas en el mismo formato que las otras Tiras. Nombres  de Tiras comprobados en las chapas de viviendas,Zavaleta,NHT Zavaleta - Tira 17,937.720,
776,Asentamiento El pueblito,Asent. El pueblito,Asentamientos precarios,,,,Asentamiento El pueblito,3371.915,
777,Asentamiento Bosch,Asent. Bosch,Asentamientos precarios,,Agregado y diferenciado del Asentamiento de enfrente,,Asentamiento Bosch,871.608,
778,Barrio Rodrigo Bueno,Bo. Rodrigo Bueno,Barrio Urbanizado,,Urbanización de Villa/Asentamiento Rodrigo Bueno en Edificios nuevos,,Barrio Rodrigo Bueno,50166.714,
779,Barrio Papa Francisco,Bo. Papa Francisco,Barrio Urbanizado,,Urbanizaciòn Villa 20,,Barrio Papa Francisco,100374.793,
780,Barrio Olìmpico,Bo. Olìmpico,Barrio Urbanizado,,Barrio Villa Olímpica 2018 destinado a viviendas,Villa Olímpica,Barrio Olìmpico,154279.421,
781,Urbanización Barrio Fraga,Bo. Fraga,Barrio Urbanizado,,Urbanización del Barrio Fraga con edificios nuevos (2019-2020),,Urbanización Barrio Fraga,15743.084,
782,Asentamiento Lamadrid,Asent. Lamadrid,Asentamientos precarios,,"Antes se llamaba Suárez y Pedro de Mendoza. Se unificó todo en Asentamiento Lamadrid: Lamadrid, El Triángulo y Suárez y Pedro de Mendoza (mza del Norte)",Asentamiento Suárez y Pedro de Mendoza,Asentamiento Lamadrid,3034.188,
783,Villa 31,Villa 31,Villas,NO HAY VIVIENDAS,,Barrio 31 - Barrio Padre Mugica,Villa 31 - NO HAY VIVIENDAS,4145.043,
784,Villa 31,Villa 31,Villas,15,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 15,1306.397,Guemes
785,Villa 31,Villa 31,Villas,1,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 1,1828.769,Guemes
786,Villa 31,Villa 31,Villas,6,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 6,3416.653,Guemes
787,Villa 31,Villa 31,Villas,2,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 2,2101.991,Guemes
788,Villa 31,Villa 31,Villas,3,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 3,1851.336,Guemes
789,Villa 31,Villa 31,Villas,10,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 10,1800.999,Guemes
790,Villa 31,Villa 31,Villas,9,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 9,3136.094,Guemes
791,Villa 31,Villa 31,Villas,32A,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 32, pasó a ser 32A",Barrio 31 - Barrio Padre Mugica,Villa 31 - 32A,2720.295,YPF
792,Villa 31,Villa 31,Villas,32,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 32,2457.348,YPF
793,Villa 31,Villa 31,Villas,24,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 24,3816.378,YPF
794,Villa 31,Villa 31,Villas,26,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 26,2265.339,YPF
795,Villa 31,Villa 31,Villas,22,Redigitalización y modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Unión de sectores de manzana 22,Barrio 31 - Barrio Padre Mugica,Villa 31 - 22,11651.430,YPF
796,Villa 31,Villa 31,Villas,25 BIS,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 25 BIS,3002.849,YPF
797,Villa 31,Villa 31,Villas,33,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 33,1426.367,YPF
798,Villa 31,Villa 31,Villas,23,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 23H y 23 I, pasó a ser 23 y tomó parte de la 33",Barrio 31 - Barrio Padre Mugica,Villa 31 - 23,4472.078,YPF
799,Villa 31,Villa 31,Villas,29A,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 29, pasó a ser 29A",Barrio 31 - Barrio Padre Mugica,Villa 31 - 29A,4789.135,Comunicaciones
800,Villa 31,Villa 31,Villas,29,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 28, pasó a ser 29",Barrio 31 - Barrio Padre Mugica,Villa 31 - 29,766.586,Comunicaciones
801,Villa 31,Villa 31,Villas,19,Modificación de nombre y redigitalización en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Antes Mza 18 y con otra digitalización. Se unió sector con Mza 15B lindera,Barrio 31 - Barrio Padre Mugica,Villa 31 - 19,777.931,Guemes
802,Villa 31,Villa 31,Villas,21B,Redigitalización y modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Separación de sectores unidos,Barrio 31 - Barrio Padre Mugica,Villa 31 - 21B,3305.071,Inmigrantes
803,Villa 31,Villa 31,Villas,20,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 20,1088.635,Guemes
804,Villa 31,Villa 31,Villas,18,Redigitalización en Mayo 2020 en base a info de Min. Desarrollo Humano y Hábitat. Unión de mzas 18 y 19,Barrio 31 - Barrio Padre Mugica,Villa 31 - 18,3016.315,Guemes
805,Villa 31,Villa 31,Villas,12,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 12,2664.067,Guemes
806,Villa 31,Villa 31,Villas,14,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 14,2585.819,Guemes
807,Villa 31,Villa 31,Villas,13,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 13,3664.714,Guemes
808,Villa 31,Villa 31,Villas,16,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 16,809.893,Guemes
809,Villa 31,Villa 31,Villas,11,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 11,2646.412,Guemes
810,Villa 31,Villa 31,Villas,27,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 27,3799.155,YPF
811,Villa 31,Villa 31,Villas,4,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 4,1173.514,Guemes
812,Villa 31,Villa 31,Villas,8,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 8,2605.226,Guemes
813,Villa 31,Villa 31,Villas,23A,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 23, pasó a ser 23A",Barrio 31 - Barrio Padre Mugica,Villa 31 - 23A,3631.958,YPF
814,Villa 31,Villa 31,Villas,5,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 5,4552.402,Guemes
815,Villa 31,Villa 31,Villas,25,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 25,3372.606,YPF
816,Villa 31,Villa 31,Villas,CANCHA DE FÚTBOL - MZA 32,,Barrio 31 - Barrio Padre Mugica,Villa 31 - CANCHA DE FÚTBOL - MZA 32,1316.672,YPF
817,Villa 31,Villa 31,Villas,ESPACIO VERDE - MZA 33,,Barrio 31 - Barrio Padre Mugica,Villa 31 - ESPACIO VERDE - MZA 33,970.163,YPF
818,Villa 31,Villa 31,Villas,ESPACIO VERDE - MZA 25,,Barrio 31 - Barrio Padre Mugica,Villa 31 - ESPACIO VERDE - MZA 25,605.333,YPF
819,Villa 31,Villa 31,Villas,17,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 17,3766.358,Guemes
820,Villa 31,Villa 31,Villas,ESPACIO VERDE - MZA 20,,Barrio 31 - Barrio Padre Mugica,Villa 31 - ESPACIO VERDE - MZA 20,2553.719,Guemes
821,Villa 31,Villa 31,Villas,7,"Unión de manzanas 7 en Mayo de 2020. Los dos polígonos pegados compartían el dato de manzana y se unieron. Además, se constató en otra fuente que eran una misma manzana.",Barrio 31 - Barrio Padre Mugica,Villa 31 - 7,4975.909,Guemes
822,Villa 31,Villa 31,Villas,ESPACIO VERDE - MZA 27,,Barrio 31 - Barrio Padre Mugica,Villa 31 - ESPACIO VERDE - MZA 27,3133.383,YPF
823,Villa 31,Villa 31,Villas,21C,Redigitalización y modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat.,Barrio 31 - Barrio Padre Mugica,Villa 31 - 21C,3684.618,Inmigrantes
824,Villa 31,Villa 31,Villas,LA TOMA,Sector agregado en Mayo 2020 en base a información de la Villa y confirmación porfotografía aérea.,Barrio 31 - Barrio Padre Mugica,Villa 31 - LA TOMA,775.521,Comunicaciones
825,Villa 31,Villa 31,Villas,28 BIS,Manzana agregada en Mayo 2020 en base a información del Barrio y confirmada por fotografìa aèrea. Nombres asignados por Atenciòn Ciudadana,Barrio 31 - Barrio Padre Mugica,Villa 31 - 28 BIS,1003.878,Comunicaciones
826,Villa 31,Villa 31,Villas,28B,Manzana agregada en Mayo 2020 en base a información del Barrio y confirmada por fotografìa aèrea. Nombres asignados por Atenciòn Ciudadana,Barrio 31 - Barrio Padre Mugica,Villa 31 - 28B,301.577,Comunicaciones
827,Villa 31,Villa 31,Villas,28,,Barrio 31 - Barrio Padre Mugica,Villa 31 - 28,4992.417,Comunicaciones
828,Villa 31,Villa 31,Villas,28A,Redigitalización y Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes era parte de la Mza 28 lindante,Barrio 31 - Barrio Padre Mugica,Villa 31 - 28A,1136.545,Comunicaciones
829,Villa 31,Villa 31,Villas,15 BIS,Redigitalizacoón en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat,Barrio 31 - Barrio Padre Mugica,Villa 31 - 15 BIS,1743.755,Autopista
830,Villa 31,Villa 31,Villas,21A,Redigitalización y modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Separación de sectores unidos,Barrio 31 - Barrio Padre Mugica,Villa 31 - 21A,2529.155,Inmigrantes
831,Villa 31 bis,Villa 31 bis,Villas,2,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 2,2428.641,Playón Este
832,Villa 31 bis,Villa 31 bis,Villas,10A,Redigitalización en Mayo de 2020 en base a info del Min. de Desarrollo Humano y Hábitat. Se separó de la mza 105C lindera y se asignó nombre Mza 10A cuando antes era 99,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 10A,1046.052,Playón Este
833,Villa 31 bis,Villa 31 bis,Villas,103A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 103A,1534.333,Playón Oeste
834,Villa 31 bis,Villa 31 bis,Villas,103,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 103,3160.627,Playón Oeste
835,Villa 31 bis,Villa 31 bis,Villas,100,Redigitalización en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 100,1062.993,Playón Oeste
836,Villa 31 bis,Villa 31 bis,Villas,3A,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 3, pasó a ser 3A",Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 3A,2552.116,Playón Oeste
